"jobTitle","company","location","link","jobDescription"
"Data Scientist","IBM",NA,"https://www.indeed.com/rc/clk?jk=dce651a13a33e641&fccid=de71a49b535e21cb&vjs=3","IntroductionClient Technical Specialists (CTP) are the technical experts and advisors to clients, IBM sales teams and/or IBM Business Partners. As a CTP you understand the client's business requirements, technical requirements and/or competitive landscape. You apply your business insights, build and maintain client relationships, incorporate hardware, software and services into client-valued solutions and ensure client readiness for the implementation of technical solutions. This is an opportunity to shape the future for both IBM and its clients. Start your journey now!Your Role and ResponsibilitiesYour Role & Responsibilities:As part of an entrepreneurial team, you will be the Subject Matter Expert on Data and AI Statistical models and how they apply to business problems. Led by a solution architect, you will advise on and help implement models in Machine Learning, Optimization, Neural Networks, and Artificial Intelligence such as Natural Language, Transfer Learning, Deep Learning and other quantitative approaches. You will also leverage deep skills and best practices to provide expertise and leadership to help design IBM Data Science and AI solutions that will help our clients drive technology benefits and business outcomes across industries. You will work with cutting edge technologies such as Watson, as well as Open Source approaches such as Python and Jupyter notebooks as well as with a passionate team of people who are driving the innovation and digital transformation to cross-industry enterprise clients with the adoption of IBM Data Science and AI. An ideal candidate will be familiar with Design Thinking, Statistics, building Supervised and Unsupervised machine learning models, and data cleansing techniques using various utilities and programming techniques.Key Responsibilities:Run and statistically evaluate statistical models such as Machine Learning, Optimization, Neural Networks and Artificial IntelligencePartner with Scrum Masters, Product Owners, Solution architects and peer data scientist and development data engineers to create solutions to meet business and technical opportunitiesUnderstand and communicate technical advantages and tradeoffs between Data ModelsExplore and develop new technical skills and industry practices while absorbing professional knowledge quickly and using demonstrated interpersonal skills to be an effective ambassador for IBM Data Science and AIUse exceptional communication skills and with input from product management, development, and architecture thought leaders, work to deliver high quality end-to-end Solutions at Scale in response to the identified business requirements from our clients; ensure the results are statistically validcldpakatRequired Technical and Professional ExpertiseTechnical degree in Computer Science or another field relevant to Data Science1+ years of experience working with Machine Learning, Optimization, Neural Networks and/or Artificial Intelligence1+ years of experience with a Data Science programming language such as Python or RDeep understanding of StatisticsFluent in EnglishAbility to Travel 75% and conduct Client Facing/Technical SolutionsPreferred Technical and Professional ExpertiseExperience with Jupyter NotebooksDeep understanding of Statistical Machine Learning Models with Python or RSupporting Relevant business domain knowledge such as Finance or Health CareAbout Business UnitDigitization is accelerating the ongoing evolution of business, and clouds - public, private, and hybrid - enable companies to extend their existing infrastructure and integrate across systems. IBM Cloud provides the security, control, and visibility that our clients have come to expect. We are working to provide the right tools and environment to combine all of our client’s data, no matter where it resides, to respond to changing market dynamics.Your Life @ IBMWhat matters to you when you’re looking for your next career challenge?Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities – where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.Impact. Inclusion. Infinite Experiences. Do your best work ever.About IBMIBM’s greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.Location StatementIBM will not be providing visa sponsorship for this position now or in the future. Therefore, in order to be considered for this position, you must have the ability to work without a need for current or future visa sponsorship.We consider qualified applicants with criminal histories, consistent with applicable law.Being You @ IBMIBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
"Data Scientist (Full Time) - United States","Cisco Careers","San Jose, CA","https://www.indeed.com/rc/clk?jk=1c1ded576ec66f45&fccid=dfc44f3b8c44a6db&vjs=3","What You’ll DoAcquire, clean and structure data from multiple sources and maintain databases/data systems.Identify, analyze, and interpret trends or patterns in complex data setsDevelop, prototype and test predictive algorithmsFilter and “clean” data, and review computer reports, printouts, and performance indicators to locate and correct code problemsDevelop and implement data collection systems and other strategies that optimize statistical efficiency and data qualityInterpret data, analyze results using statistical techniques and provide ongoing reportsTeam DescriptionWork on massive structured, unstructured, transactional and real-time data sets from a variety of sources to analyze customer usage patterns and provide actionable, intuitive, impactful insights using metrics, algorithms, and statistics.QualificationsRecent graduate or on your final year of studies towards a BS, MS or MBA or equivalent in Computer Science, Mathematics, Economics, Information Management, Statistics or a related fieldMinimum of a 3.0 GPA or higherYou know how to work a problem from beginning to end with data science tools and techniques, including data manipulation (SQL, Hadoop, etc.) and programming (R, Python, XML, Javascript, or ETL) frameworksExperience with Oracle databases is desirable. Strong knowledge of and experience with reporting packages (Business Objects etc). Knowledge of statistics and experience using statistical packages for analyzing large datasets (Excel, SPSS, SAS etc).Technical knowledge regarding data models, database design development, data mining and segmentation techniquesStrong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracyProficient in queries, report writing and presenting findingsWhy CiscoAt Cisco, each person brings their own unique talents to work as a team and make a difference.Yes, our technology changes the way the world works, lives, plays and learns, but our edge comes from our people.We connect everything – people, process, data and things – and we use those connections to change our world for the better.We innovate everywhere - From launching a new era of networking that adapts, learns and protects, to building Cisco Services that accelerate businesses and business results. Our technology powers entertainment, retail, healthcare, education and more – from Smart Cities to your everyday devices.We benefit everyone - We do all of this while striving for a culture that empowers every person to be the difference, at work and in our communities.Colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Be you, with us! #WeAreCisco"
"Data Scientist","Zioqu","San Diego, CA","https://www.indeed.com/rc/clk?jk=d8e7a2eb01d757cf&fccid=8c70aa0d01a3d351&vjs=3","We are looking for a highly analytical individual with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. An Individual who draw upon the practice of data analysis, using predictive analytics, data mining, pattern recognition, data modeling, machine learning and various statistical methods to solve large scale optimization problems and to understand the meaning behind vast data sets.Must have basic knowledge of statistical concepts such as regression, time series, mixed model, Bayesian methods, clustering, etc., to analyze data and provide insights.Undertake preprocessing of structured and unstructured dataAnalyze large amounts of information to discover trends and patterns.Build predictive models and machine-learning algorithms.Combine models through ensemble modeling.Present information using data visualization techniques.Propose solutions and strategies to business challenges.Work with current data scientists to code review existing and future models.Work with data engineers to create robust, reusable data pipelines.Constructs data models (algorithms and formulas) for required business needs and predictions.Communicate findings, actionable recommendations, and data limitations to stakeholders to facilitate data-driven decisions.Verifies that the correct data population is being processed.Ensures that that the output of the model is used correctly and that business objectives are being targeted."
"Data Scientist","University Hospitals","Mayfield Heights, OH","https://www.indeed.com/rc/clk?jk=fd96412933493362&fccid=a67462433fe13662&vjs=3","DescriptionResponsible for executing projects that require the full data science pipeline including data integration of disparate and centralized data into data marts, data mining, statistical model development, report building and results presentation in support of UH Population Health operations. Works closely with senior leaders and colleagues to identify opportunities, set objectives, and formulate analytic strategies that result in measurable impact to University Hospitals Health System. Master’s degree in math, statistics, computer science, economics, sociology, public health, or related quantitative or social science discipline required; PhD level work in analytics, statistics or related field preferred. Preferred experience or working knowledge with complex analytic situations or big data environments. Completion of a UH Data Science internship can fulfill this experience requirement. Preferred experience or working knowledge of with statistics, machine / deep learning in a healthcare setting. A Masters or Doctoral degree in a statistics field can fulfill this experience requirement. Experience in one of the following: a patient care environment, population health improvement, or interpretation of health care data with statistical programming or data science toolsQualificationsMasters Degree"
"Data Scientist","Degreed",NA,"https://www.indeed.com/rc/clk?jk=c73a76937d8a17ec&fccid=d226dfd6fbcae3b9&vjs=3","Degreed exists to discover, empower and recognize the next generation of the world's expertise. The smartest, brightest, and most bold, the tenacious, willing, the unsung heroes, self-taught, the scrappy, driven, the passionate, daring, the unafraid. Experts.The Data Science team at Degreed works with large structured and unstructured datasets to understand how people develop the skills that they need to advance their careers. To do this, we use a diverse set of tools and approaches, including feature engineering, clustering, classification and recommendation models, word embeddings, and neural networks. Degreed is looking for a capable, qualified and versatile Data Scientist to help with the development and delivery of high-quality, data-driven, machine learning and predictive modeling solutions.RESPONSIBILITIESWork as part of a product team to derive data science products that help improve the experience on the platformDevelop full data science pipelines from early proof-of concept models through full-scale training and working with engineers to deploy models to productionEngineer features, build and optimize recommenders, classification models, and semantic graph, and evaluate the feasibility and performance of these modelsAssist with text/data classification and categorizationCommunicate about data science with a diverse set of stakeholders and development partnersREQUIREMENTSHands on (not just academic) experience in applying advanced analytics to solve complex business problemsProficiency in Python and SQLExperience with unsupervised and supervised machine learning techniques and methodsComfortable blending together diverse data sources to create training data for specific problemsExperience processing large-scale data setsA strong passion for empirical research and for answering hard questions with data.Excellent written and verbal communication skills. We’re a distributed team and rely on good communication to perform at a high levelExperience working remotely - It takes a self-motivated individual to thrive on a distributed teamYou are a lifelong learner and passionate about learning new things and taking on new challengesPREFERRED SKILLSProfessional experience using unsupervised learning techniques - clustering, word embeddings, dimensionality reduction, etcExperience in Natural Language Processing (NLP)We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.See Degreed Jobs for more details on Degreed and why you should come work with us!"
"Data Scientist","Polaris Industries","Minneapolis, MN","https://www.indeed.com/rc/clk?jk=b26478cdee070f44&fccid=aae866015a9997ca&vjs=3","JOB SUMMARY:Polaris’ Data Science team works with business leaders across the enterprise to drive optimized strategy using data. The Data Scientist (Front-End) is responsible for creating recommendations for complex business decisions using predictive analytics. In addition to advanced analytics skills, this role is also proficient at integrating and preparing large, varied datasets, designing and implementing production algorithm scoring, and communicating results. Your focus will be on the front-end of the business, optimizing decisions related to customer acquisition and retention, retail inventory position, pricing and promotions, and multi-channel marketing, among others. You are primarily a data scientist but are passionate about developing advanced end-to-end analytics and technology solutions that drive value for our business.ESSENTIAL DUTIES & RESPONSIBILITIES:Develop analytical approaches to strategic business decisionsExtract, cleanse, and combine data from multiple sources and systemsPerform exploratory and targeted analyses, with a wide variety of statistical methods including: cluster, regression, decision tree/random forest, time series, neural network and othersCollaborate cross-functionally to arrive at actionable insightsSynthesize analytic results with business input to drive measurable changeEffectively communicate technical analyses and results to business managementDevelop and continually improve multi-source data architecture and analytics procedures, systems, workflowsContribute to the development of end-to-end data driven solutionsIntegrate and productionalize model results into both cloud and edge computer hardware platformsSKILLS & KNOWLEDGE REQUIRED:Masters degree in Applied Statistics/Mathematics, Data or Computer Science, or work experience equivalent2+ years of work experience in a predictive analytics-focused roleStrong knowledge of statistical methods and predictive/analytical modeling techniques and practicesExperience with data preparation, rationalization, and processing in a cloud environment, Azure a plusHighly proficient with one or more data mining/predictive modeling tools: SQL, R, PythonHighly proficient with one or more data visualization tools: Tableau, Power BIPractical understanding of mechanical systems and diverse hardware integration methods both a plus"
"Data Scientist","Change Research","Palo Alto, CA","https://www.indeed.com/rc/clk?jk=fedf9af5a034e01f&fccid=4376208985ead045&vjs=3","Status: Full-time, non-exemptLocation: Palo Alto, CA; remote will be consideredSalary: $90,000-$150,000, commensurate with experience; plus equity; health, dental, and vision insurance; flexible PTO plan and company holidaysYou've been seething since Nov. 8, 2016. You've been calling your member of Congress and pleaded with your friends to do the same, even though deep down you're not sure it makes that much of a difference. You'll vote for the forward-thinking candidate this year, but you just wish there was something else you could do. There is.In early 2017, we were in your shoes. But then we figured out how we could quickly, affordably, and accurately measure public opinion online - and we knew we could bring it to forward-thinking candidates and causes and help them win.We're working on some really interesting problems with data, social science, and politics. And by solving them, we hope to make our democracy better.We are currently accepting applications for a Data Scientist. We encourage all qualified applicants, including people of color, gays and lesbians, women, transgender people, veterans, and people with disabilities. We particularly encourage people who are underrepresented in politics and startups to apply. We prioritize equity and inclusion. We recognize that diversity of perspectives and experiences makes our work better.About the Role:As a Data Scientist, you’ll be involved in all aspects of our analytics, research, model development, and data pipeline. We’re a small but growing company and each team member contributes in a meaningful way. We interview millions of voters through our platform - a novel dataset with tremendous utility for political campaigns. On any given day, you might be building a model to find swing voters, or cleaning data for our political team’s analysis, or optimizing the way we find survey respondents.In your first weeks:Expected skills: best-in-class facility with Python (preferably) and/or R (acceptable) as well as SQL; team-based experience with Github; aptitude for working with datasets up to 1TB; experience building predictive models and applying statistics to industrial problemsExample project: build a data pipeline to make available to our political team’s analysisWhat you’ll learn: the technology we’ve developed to help campaigns winBy the end of the year, as campaigns are just gearing up for 2020:Expected skills: complete familiarity with our codebase and tech stack, so that you can commit production-ready codeExample project: building a model to find voters sympathetic to gun-control legislationWhat you’ll learn: how campaigns use (or don’t yet use) data; an intimate knowledge of our amassed polling data, including political attitudes across the countryIn 2020 and Beyond:Expected skills: solve novel problems, and formulate your own product ideas that anticipate problems before they come up. Write code that rivals that of a senior engineer, and introduce new modeling techniques to the team.Example project: design an Auto ML process for predicting novel variablesWhat you’ll learn: How to be part of a growing data science team, contributing both ideas and technical prowess. Become an integral part of our data science operation and help the company grow its impact in Democratic politicsA successful member of our team will demonstrate the curiosity to try new things, but the self-discipline to prize results over technique. We’re open to hiring for a range of levels. The specific job will be commensurate with a candidate’s work experience and potential. Political experience is not required, but if you don’t have a passion for it you might burn out.Compensation and work environment:Ensuring a diverse and inclusive workplace where we learn from each other is core to our values. We invite folks with different backgrounds, experiences, abilities, and perspectives. Our workplace is both casual and professional, and we are committed to learning, fun, and excellence. We are an equal opportunity employer. This full-time position includes equity, health, dental and vision insurance, commuter benefits, flexible PTO, and company holidays.How to apply:Please send us a note and link to your LinkedIn profile and/or your resume to jobs@changeresearch.com with the subject line ""[Your Name] - Data Scientist"". No phone calls, please.All qualified applicants are encouraged to apply, including women, people of color, gays and lesbians, transgender people, veterans and people with disabilities."
"Data Scientist","Saama Technologies Inc","West, TX","https://www.indeed.com/rc/clk?jk=a56c8d5804f247ee&fccid=f7cbfaf9ddc3fe8a&vjs=3","Location – Helena, MNDuration – 6+ MonthsThe Data Scientist’s responsibilities will be:Perform Data wrangling, mashup distinctive data sets and generate algorithms using statistical analysis, natural language processing and machine learning that helps in generating insightsGenerate insights/outcomes from these models/algorithms for business/user consumption and integrate these with the Tableau interface.Minimum of 5 years’ experience in creating data science models that involve traditional statistics (example Hypothesis Testing) and Machine Learning.Experience must include both Python and R data programing languages with an emphasis on Python. Preference will be given if the candidate has worked on an additional language like PySpark.Experience in building Natural Language Processing applications and models is mandatory if this experience is not present with the Lead Data Scientist."
"Data Scientist, Marketplace – all levels","Spotify","New York, NY","https://www.indeed.com/rc/clk?jk=24b76f7b35e13949&fccid=fe404d18bb9eef1e&vjs=3","Marketplace is the home for Spotify’s music industry products, such as Spotify for Artists, Spotify Label Analytics and Spotify Publisher Analytics.The Creator Product Insights Team is a thriving insights community of 20+ Data Scientists and User Researchers who blend their skills to help us shape the future of the Creator Marketplace by defining the next generation of music industry products.We are looking for a Data Scientists – Associate to Senior level to help us continue to develop our music industry products, and develop best-in-class expression and promotion tools for Creators and their teams by exploring the following questions: How do we help artists stand out? How do we help them grow and reach new audiences? How do we help them connect with their fans?Our mission is to turn terabytes of data into insights and get a deep understanding of the world of music and their creators. You will study user behaviour, evaluate strategic initiatives and experiment with new features.Together, we’ll come up with exciting and effective ways to help artists succeed. You’ll join us to craft a strategy rooted firmly in data, that delivers on a future vision for the music industry through effective planning, behavioral analysis, experimentation, optimization. You’ll pair with user researchers, product and design to understand the performance of products and their impact on the market.What you’ll doWork closely with cross-functional teams of data scientists, product managers, designers and engineers who are passionate about Spotify’s successDevelop a deep understanding of how product and platforms influence user behaviourBe a strategic partner to product development teams, making and give recommendations when neededWho you areYou know how to scope and solve loosely defined problems and come up with actionable insights to guide product development decisionsYou have a deep understanding of statistics and experience working with real-world data, as well as a strong business senseYou have 4+ years of relevant experience, with a degree in statistics, mathematics, computer science, economics, psychology or another quantitative disciplineYou have the technical competence to perform advanced analytics: coding skills (such as Python or Scala), experience with analytics tools (Pandas, R, SPSS or SQL) and experience performing analysis with large datasetsYou possess statistical competence (such as regression modelling, a/b testing, significance testing etc)It is a plus if youhave demonstrated experience with hands-on statistical modelling and possess knowledge about machine learning (such as predictive modelling, decision trees, classification models, clustering techniques)We’re looking for Data Scientists to join us at multiple levels. We will have an open discussion throughout the interview process about assessing which level and platform you fall within at Spotify."
"Associate Data Scientist SNKRS","Nike","New York, NY","https://www.indeed.com/rc/clk?jk=a404da0bd71fb292&fccid=2c62e4de04b8f952&vjs=3","Become a Part of the NIKE, Inc. TeamNIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.NIKE, Inc.'s storytellers, Marketing and Communication sets the brand tone. A creative force of specialists tell Nike’s stories of innovation and sport through advertising, brand strategy, digital engagement and product presentation. Using channels ranging from retail stores to social media, Marketing & Communication teams connect the science and art of Nike innovations to the hearts and minds of athletes around the world.Joining us in Nike’s Digital Innovation Studio in New York City, the Associate Data Scientist, SNKRS App will embed themselves within Nike Digital’s SNKRS digital product management team serving as a data and analytics center of excellence. With our strategic focus on the evolution of the digital launch business and strengthening the consumer’s connection within the Nike digital ecosystem, this position plays a key role in driving sneaker culture forward for both Nike and the Jordan Brand.We are looking for scientists with tech industry experience to help build our core data products and machine learning and statistical modeling processes. We want someone who loves modeling and writing code, someone who likes to dive in, solve problems, and create premier experiences for Nike consumers.Key responsibilities:Use contemporary data science and analytics methods and tools to derive actionable business insightsMaster big data fundamentals: gather, clean, and validate large amounts of data on Nike’s cloud platformCreate foundational pipelines and repeatable production queries in our data warehouse to analyze large sets of internal data on billions of consumer interactionsDevelop processes and continuous improvement of core projects through automation and process enhancementCreate reports and visualizations of core app features and marketing campaigns to help communicate technical results and concepts to a non-technical audienceProvide ongoing insights and analysis on consumer engagement, experience, and usage of the SNKRS platformContribute to larger consumer statistical modeling and machine learning projectsManage multiple concurrent projects in fast-paced environmentBA/BS degree required; a focus in statistics, econometrics, applied math, or a quantitative behavioral sciences field strongly preferred2+ years’ experience doing quantitative analysis on digital products or digital marketing experiences is a plusRequired SkillsAbility to work in multiple data environments and perform complex joins, data cleaning, and feature creation using SQL or SQL based languages (Hive) is requiredExperience with statistical software, e.g., R or PythonExperience working with real-world, structured and unstructured dataExperience with data visualization, e.g., TableauExperience analyzing and manipulating data sets to understand patterns and provide insightsExcellent communications skills, in particular, the ability to communicate technical content to general audienceCore mathematical ability to understand and apply state-of-the-art machine learning algorithms and/or statistical modelingPreferred SkillsExperience collecting / creating data when the perfect data don’t existConsumer experience with Nike digital apps (NTC, NRC, SNKRS, Nike App)Knowledge of Nike’s physical merchandise and company historyPassion for Nike sneakers and sneaker cultureNIKE, Inc. is a growth company that looks for team members to grow with it. Nike offers a generous total rewards package, casual work environment, a diverse and inclusive culture, and an electric atmosphere for professional development. No matter the location, or the role, every Nike employee shares one galvanizing mission: To bring inspiration and innovation to every athlete* in the world.NIKE, Inc. is committed to employing a diverse workforce. Qualified applicants will receive consideration without regard to race, color, religion, sex, national origin, age, sexual orientation, gender identity, gender expression, veteran status, or disability."
"Data Scientist","Branch International","San Francisco, CA","https://www.indeed.com/rc/clk?jk=e9a2a756204da414&fccid=693e4534a328a646&vjs=3","Branch OverviewBranch delivers world-class financial services to the mobile generation. With offices in San Francisco, Lagos, Mexico City, Mumbai and Nairobi, Branch is a for-profit socially conscious company that uses the power of data science to reduce the cost of delivering financial services in emerging markets. We believe that everyone, everywhere deserves fair financial access. The rapid spread of smartphones presents an opportunity for the world’s emerging middle class to access banking options and achieve financial flexibility.Branch’s mission-driven team is led by founder and former CEO of Kiva.org. The company presents a rich opportunity for our team members to drive meaningful growth in rapidly evolving and changing markets. Most recently, Branch announced our Series C and has garnered more than $100M in funding with investments from leading Silicon Valley firms.Job OverviewYou will collaborate with others around the company in product, engineering, finance and marketing: designing and evaluating credit models that work in production, running experiments to understand the customer experience and analyzing business metrics.Data Project ExamplesCredit Decisions - Core to our business is understanding and building signals from unstructured and structured data to identify good borrowersCustomer Service - Using machine learning, automate customer service interactions and provide context to our customer service teamFraud Prevention - Identify patterns of fraudulent behavior and build models to detect and prevent these behaviorsProduct Growth - Understand user experiences, test ideas and improve conversion rates through experimentationPaid Growth / Marketing - Use external and internal data sources to measure and optimize marketing spendQualificationsYou have a diverse range of data skills including data processing, exploratory analysis, experimentation, statistical inference and machine learning.You are comfortable with software engineering and programming in Python and SQL for production systems.You have a keen eye for detail and a healthy skepticism for data before relying upon it.You are highly entrepreneurial. You teach yourself new skills. You take the initiative to solve problems before they arise.You know that startups are a team sport. You listen to others, speak your mind, and ask the right questions. You are a great collaborator and teacher.You are driven by making an impact on customers’ lives.Benefits of JoiningMission-driven and fast-paced, entrepreneurial environmentCompetitive salary and equity package99% coverage of insurance costs (health, dental, vision)Unlimited paid time offDiscretionary trips to our offices across the globePre-tax commuter and 401(k) programsWeekly team mealsFlexible working hoursBranch International is an Equal Opportunity Employer. The company does not and will not discriminate in employment on any basis prohibited by applicable law."
"Data Scientist, Analytics & Inference","Codecademy","New York, NY","https://www.indeed.com/rc/clk?jk=a13ad4c173756424&fccid=b9d4e9eceb3ff4c0&vjs=3","Hello, World! Codecademy has helped over 45 million people from around the world upgrade their careers with engaging, accessible, and flexible education on programming and data skills. We provide over 200 hands-on interactive lessons ranging from Python to R to Javascript and everything in between. Our learners have gone on to start companies, new jobs, and new lives thanks to what they've learned with Codecademy, and we're thrilled to be working to take that impact to the next level.Codecademy was started in 2011 by two college students in a dorm room at Columbia that were frustrated by the huge gap between education and employment. A few years later, we are a rapidly growing, diverse team of 75+ in SoHo, NYC. We've raised over $40m in venture capital funding from top investors including Union Square Ventures, Kleiner Perkins, Naspers, Y Combinator, and more.If you want to help build a business that impacts tens of millions of people each year and helps them lead better lives, join us!--------------WHAT YOU'LL DO--------------As a Data Scientist focused on Analytics and Experimentation, you will work on an impactful team to analyze our millions of learners. We capture terabytes of data on how users engage with our platform. As Codecademy continues our rapid growth, we want to build a data-informed culture that uses hypothesis testing, experimentation, and exploratory analysis to guide our decision-making process.You will join a small but growing team of Data Scientists. Our work is in high-demand from all corners of Codecademy. We work on a variety of problems and have a real impact on the business and product. If you have a proven background in data and you are excited about making code education accessible, we want to hear from you!Apply exploratory data analysis and causal inference to answer complex questions about our users.Collaborate across teams to help scope out analyses, through a combination of experimentation (A/B testing) and quantitative user research.Design experiments and evaluate results to test and iterate on new product ideas.Perform deep dives into our data to build understanding around our business.Work with our data science and engineering teams to maintain data integrity.Mentor and consult with a cross-functional team of data scientists, engineers, and product managers.----------------WHAT YOU'LL NEED----------------3+ years of industry experience in a data science, analytics, or research role. You have strong data intuition and knowledge of using data science best practices to drive impact.Expert SQL - we use Redshift. Able to write clean and efficient queries on massive datasets.Applied experience with statistical programming languages - R or Python preferred.Understanding of statistical methods and when to use them (hypothesis testing, experiment design, sampling).Strong written and verbal communicator. Comfortable working with loosely defined research problems.----------------------------WHAT WILL MAKE YOU STAND OUT----------------------------Background in experimentation and measurement. We're looking to streamline our experimentation reporting framework and would love your help.A workflow involving reproducible methods and version control - Github, Docker.Experience automating dashboards with business intelligence tools - Looker, Tableau.Passionate about teaching the world to code. Empathy for our learners, such as a background in education or past experience using our site.---------------------------------------Interesting questions you might work on---------------------------------------What are some different types of patterns in user behavior?What do we do when we are unable to conduct an experiment?Can we predict whether a learner will renew their subscription?How do we improve the relevance of our course recommendations?How can we scale our existing processes? (experiment reporting framework, forecasting)At Codecademy, we are committed to teaching people the skills they need to upgrade their careers. Codecademy aims to educate a richly diverse demographic of learners with our product and in order to accomplish this, we believe our team should reflect that rich diversity. Our company celebrates diversity in all of its forms-- race, gender, color, national origin, marital status, sexuality, religion, veteran status, age, ability, disability status-- and works to create an inclusive workplace where people of all backgrounds and beliefs are empowered to better their futures."
"Data Scientist, Engineering","Google","San Francisco, CA","https://www.indeed.com/rc/clk?jk=ae416685deba77b5&fccid=a5b4499d9e91a5c6&vjs=3","Note: By applying to this position your application is automatically submitted to the following locations: Mountain View, CA, USA; San Bruno, CA, USA; Seattle, WA, USA; San Francisco, CA, USAMinimum qualifications:Master's degree in a quantitative discipline (e.g., Statistics, Operations Research, Bioinformatics, Economics, Computational Biology, Computer Science, Mathematics, Physics, Electrical Engineering, Industrial Engineering) or equivalent practical experience.2 years of work experience in data analysis related field.Experience with statistical software (e.g., R, Python, MATLAB, pandas) and database languages (e.g., SQL)Preferred qualifications:PhD degree in a quantitative discipline.4 years of relevant work experience, including expertise with statistical data analysis such as linear models, multivariate analysis, stochastic models, sampling methods.Applied experience with machine learning on large datasets.Experience articulating and translating business questions and using statistical techniques to arrive at an answer using available data.Demonstrated leadership and self-direction. Willingness to both teach others and learn new techniques.Demonstrated skills in selecting the right statistical tools given a data analysis problem. Effective written and verbal communication skills.About the jobAs a Data Scientist, you will evaluate and improve Google's products. You will collaborate with a multi-disciplinary team of engineers and analysts on a wide range of problems. This position will bring scientific rigor and statistical methods to the challenges of product creation, development and improvement with an appreciation for the behaviors of the end user.Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, data scientists not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another.ResponsibilitiesWork with large, complex data sets. Solve difficult, non-routine analysis problems, applying advanced analytical methods as needed. Conduct analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.Build and prototype analysis pipelines iteratively to provide insights at scale. Develop comprehensive knowledge of Google data structures and metrics, advocating for changes where needed for product development.Interact cross-functionally, making business recommendations (e.g., cost-benefit, forecasting, experiment analysis) with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information.Research and develop analysis, forecasting, and optimization methods to improve the quality of Google's user facing products.At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form."
