"jobTitle","company","location","link","jobDescription"
"Data Scientist","Twitter","San Francisco, CA","https://datajobs.com/Twitter/Data-Scientist-Job~3579","As a Twitter Data Scientist, you will be designing, building, and shipping complex models that learn from Twitter data. We are looking for folks that are passionate about understanding data, are well versed in scalable data mining and machine learning techniques, and love to build models. If challenges like the Netflix prize and KDD cup excite you, this is your dream job. A passion for measuring model quality and iteratively improving them using feature engineering is a big plus."
"Data Scientist","Flurry","San Francisco, CA","https://datajobs.com/Flurry/Data-Scientist-Job~3540","Flurry is one of San Francisco's hottest start-ups, with offices in New York, London and Mumbai. The company is backed by tier 1 investors including Draper Fisher Jurvetson, InterWest Partners, Union Square Ventures, Menlo Ventures, First Round Capital, Draper Richards, and Crosslink Capital.  Within a few short years, Flurry has become the leader in mobile analytics and advertising.  We track over 1.4 Trillion user events each month, while serving more than 100,000 mobile app developers and over 300,000 mobile applications across the iOS, Android, HTML5, Blackberry, and Windows 8 platforms.As the Data Scientist, you will report directly to the Chief Architect. You will be responsible for:"
"Data Scientist","Nokia","Burlington, MA","https://datajobs.com/Nokia/Data-Scientist-Job~3476","Nokia is seeking a Data Scientist to join our Nokia Big Data Analytics team in Burlington, MA.  We are seeking top talent to analyze and act on petabytes of data to provide highly relevant experiences to consumers."
"Data Scientist / Data Architect","SpotXchange","Denver, CO","https://datajobs.com/SpotXchange/Data-Scientist-Data-Architect-Job~2964","We are seeking a talented business intelligence lead who can contribute brilliantly to our team. You’ll be working in a fast-paced but casual environment with highly talented peers. Each member of our team is valuable and works hard. Since we’re small but growing, the most successful team members are versatile, disciplined and enjoy focusing on new challenges."
"Sr. Data Scientist","AT&T","Plano, TX","https://datajobs.com/AT-T/Sr-Data-Scientist-Job~2874","Overall Purpose:"
"Senior Data Scientist","Alert Logic","Houston, TX","https://datajobs.com/Alert-Logic/Senior-Data-Scientist-Job~2861","Alert Logic is at the forefront of servicing the increased security and compliance requirements driven by the rapid move toward hosted and cloud solutions. Alert Logic is an established company that strives to balance the pace, energy, and creativity of a start-up culture with the maturity and stability expected of a market leader. Our revenues are strong, our customer base is growing rapidly and we are searching for the best professionals out there to fill key positions that are crucial to our continued success."
"R&D Data Scientist","Damballa","Atlanta, GA","https://datajobs.com/Damballa/R-D-Data-Scientist-Job~2592","Damballa is seeking data scientists to join our Research and Development team. You would be part of the team responsible for masterminding the core technologies of Damballa's products – working on advanced pattern detection algorithms, massive data collection and analysis solutions, prototyping new detection systems, and advancing large-scale applications that deliver actionable threat intelligence. A typical day might involve writing a Hadoop job in Clojure using Cascalog or using Ruby to drive automated data processing tasks to deliver new data to our customers. You will be involved with experimentation, development and deployment, so a passion for understanding our complete technology stack is necessary. The problems we have to solve do not have black and white solutions and you should be comfortable helping us choose the best shade of grey. No prior security experience is necessary, just an interest in the field. Damballa specializes in analysis of network traffic, so a familiarity with DNS, HTTP and other forms of network communications technologies is beneficial. Position Description The ideal candidate has built sophisticated systems, has experience delivering software as a service, and enjoys solving a diverse set of problems. Requirements for the position are:  "
"Manager, Data Science and Strategic Analytics","TE Connectivity","Berwyn, PA","https://datajobs.com/TE-Connectivity/Manager-Data-Science-and-Strategic-Analytics-Job~2390","TE Connectivity (NYSE: TEL) is a $13 billion world leader in connectivity. The company designs and manufactures products at the heart of electronic connections for the world’s leading industries including automotive, energy and industrial, broadband communications, consumer devices, healthcare, and aerospace and defense. TE Connectivity’s long-standing commitment to innovation and engineering excellence helps its customers solve the need for more energy efficiency, always-on communications and ever-increasing productivity. With nearly 90,000 employees in over 50 countries, TE Connectivity makes connections the world relies on to work flawlessly every day. To connect with the company, visit: www.TE.com."
"Data Scientist","Amazon","Seattle, WA","https://datajobs.com/Amazon/Data-Scientist-Job~2372","Amazon is looking for an outstanding Data Scientist to be part of our HR Analytics team. As a member of the HR Analytics team, you will get the opportunity to be part of leading-edge research and analysis to answer some of the most interesting questions about Amazon’s workforce. You will work closely with the business and technical teams to perform compelling analysis that delivers actionable results. You will also build predictive workforce models that have a direct impact on day-to-day decision-making and our HR investments.Responsibilities include:"
"Data Scientist, Shopper Marketing & Insights","Amazon","Seattle, WA","https://datajobs.com/Amazon/Data-Scientist-Shopper-Marketing-Insights-Job~2329","Amazon is one of the world’s most highly trafficked sites and delivering impactful advertising is one of our key business initiatives and a rapidly growing revenue source. Amazon’s Shopper Marketing & Insights team focuses on serving the advertisers and our overall ad business to provide strategic media planning, customer insights, targeting recommendations, and measurement and optimization of advertising.We are hiring outstanding Data Scientists who will use innovative statistical and machine learning approaches to drive advertising optimization and contribute to the creation of scalable insights. The ideal candidate should have one hand on the white-board writing equations and one hand on the keyboard writing code.Position Responsibilities: At Amazon, we are obsessed with our customers. The data scientist’s customers are (1) our strategic advertisers, including some of the biggest brands in the world, and (2) Amazon’s advertising organization. The successful candidate will obsess over serving these customers’ research needs in better ways every day. In particular, he or she will partner with software engineering and product management teams to:"
"Data Scientist, Business Analytics","Facebook","Menlo Park, CA","https://datajobs.com/Facebook/Data-Scientist-Business-Analytics-Job~2058","While stuck in traffic do you ever wonder how many man hours are wasted per year and ideate on solutions big and small on how you solve this problem? Or when watching a movie in a half empty theater wonder how this is impacting broad trends in the industry and what new strategies could change that industry? Then look no further, Facebook has one of the largest and richest datasets in the world, some of the most powerful and sophisticated computing systems on hand to analyze it, and a team of data-driven individuals leveraging those assets to build a better product and a better business to answer some of the most interesting questions for mankind. To make this even better we need you! We start by asking the right questions. We then formulate and translate these questions into structured analysis that involves large sets of data. Examples of analysis include identifying user behavioral patterns, rapidly developing solutions to arrest fraud attacks, optimizing business cost, understanding advertiser churn etc. We strive to provide high-quality data analysis and analytical solutions that will have major impact on the Facebook business. We are looking for a data scientist who will strongly influence the business decisions by developing and institutionalizing a data-driven analysis culture. The data scientist’s primary role will be to identify high-impact business problems and opportunities, develop viable solutions through data analysis and modeling. The analyst will work closely with teams across the company including Engineering, Product, Monetization, and Operations. This position is full-time and located in our Menlo Park office."
"Data Scientist","Facebook","Menlo Park, CA","https://datajobs.com/Facebook/Data-Scientist-Job~2014","Facebook is seeking a Data Scientist to join our Data Science team. Individuals in this role are expected to be comfortable working as a software engineer and a quantitative researcher. The ideal candidate will have a keen interest in the study of an online social network, and a passion for identifying and answering questions that help us build the best products."
"Data Scientist","Facebook","New York, NY","https://datajobs.com/Facebook/Data-Scientist-Job~2006","Facebook is seeking a Data Scientist to join our Data Science team. Individuals in this role are expected to be comfortable working as a software engineer and a quantitative researcher. The ideal candidate will have a keen interest in the study of an online social network, and a passion for identifying and answering questions that help us build the best products."
"Data Scientist","Facebook","Seattle, WA","https://datajobs.com/Facebook/Data-Scientist-Job~1992","Facebook is seeking a Data Scientist to join our Data Science team. Individuals in this role are expected to be comfortable working as a software engineer and a quantitative researcher. The ideal candidate will have a keen interest in the study of an online social network, and a passion for identifying and answering questions that help us build the best products."
"Senior Data Scientist","Booz Allen Hamilton","Houston, TX","https://datajobs.com/Booz-Allen-Hamilton/Senior-Data-Scientist-Job~1907","Key Role:Join a team of data scientists to conduct data-intensive analytic processing using tools, including Hadoop and Greenplum. Develop new methodologies and tools to enable advance modeling and statistical analysis against petabyte-scale data sets. Help a breadth of clients across numerous markets respond to their top-priority business goals by introducing new ways to tap into their exploding data assets using statistical methods, machine learning, and predictive models. Create re-usable implementations of statistical tests and models using the available technologies in the Greenplum database. Use techniques from supervised and unsupervised machine learning, statistical analysis, and predictive modeling to deliver business insight to prospects and customers based on data stored in Greenplum data warehouse. Work closely with leading academics and industry experts to create new tools and features that support sophisticated analytics within the Greenplum database. This position is located in Houston, TX.QualificationsBasic Qualifications:"
"Machine Learning Data Scientist","Apple","Santa Clara Valley, CA","https://datajobs.com/Apple/Machine-Learning-Data-Scientist-Job~1675","We are looking for engineers and technologists to help build the next-generation of systems, tools and features for Apple's cutting-edge devices and platforms that support billions of transactions. This team is the focal point in our work bringing the latest in search and discovery ideas to production at large scale."
"Data Scientist","PrecisionDemand","Seattle, WA","https://datajobs.com/PrecisionDemand/Data-Scientist-Job~1652","Want to make an impact on the world? Enjoy data mining, big data, machine learning, statistics, databases, and other data centric activities. Have a deep knowledge of machine learning methods and the ability to tune them in practice to meet client needs?"
"Manager, Data Scientist","iCrossing","New York, NY","https://datajobs.com/iCrossing/Manager-Data-Scientist-Job~1418","The Data Scientist is primarily responsible for creating business critical insights from large quantities of digital marketing data using computer-based analytical and modeling techniques and developing predictive statistical models using modeling techniques including logistic regression, neural networks, and decision trees. In this role the candidate has to listen to the questions that business users, executives and management are asking and devise tangible analytical strategies to solve real business problems. At iCrossing, you will have the chance to explore large amounts of audience data by proxy (100+M users) using state of the art computing resources, analyze it and formulate insights from it for our clients.  You will have direct interaction with team members from across disciplines (development, product strategy, sales and client services) and will also be responsible for interacting with our Fortune 500 clients to help them realize the possibilities of their data."
"Data Scientist","Zachary Piper","Reston, VA","https://datajobs.com/Zachary-Piper/Data-Scientist-Job~1404","Zachary Piper is seeking a Data Scientist to support a restricted program located in Reston, VA. The Data Scientist will be responsible for identifying data and trends that are not apparent to the naked eye. The ideal candidate will have experience vector graphing tools such as Map Reduce and Hidden Markov Models. "
"Lead Data Scientist","Vibrant Media","New York, NY","https://datajobs.com/Vibrant-Media/Lead-Data-Scientist-Job~1393","Vibrant is the world’s leading provider of in-content contextual technology that gets brand content and advertising discovered across multiple platforms. With over 6,600 premium publishers and top brand advertisers, Vibrant reaches more than 300 million unique users per month (comScore, 2012). Vibrant gives top brand marketers the opportunity to deliver highly targeted, user-initiated campaigns, within relevant text and images.  Vibrant was founded in 2000, headquartered out of New York with multiple offices throughout the United States and Europe.  Vibrant's rapid growth has been recognized by the Inc. 500 and Deloitte Fast 50 lists and has also been named a ""Best Place to Work” by Ad Age and Crain’s.  Vibrant was named a 2012 Highest Rated Media Brand by Advertiser Perceptions and also received Inc. Magazine's 2012 Hire Power Award."
"Data Scientist","PulsePoint","New York, NY","https://datajobs.com/PulsePoint/Data-Scientist-Job~1371","PulsePoint is a digital media company headquartered in NYC that’s looking to grow the engineering team supporting our Exchange by adding engineers who are: smart, get things done, communicate well, understand computer science, take pride in engineering, and want to work in an interesting and rapidly evolving industry. We have an experienced team that is looking to add developers seeking technical challenge and empowerment to make decisions that really move the business forward."
"Data Scientist","Workbridge Associates","New York, NY","https://datajobs.com/Workbridge-Associates/Data-Scientist-Job~1353","A quickly rapidly NYC start-up is who uses location based analytics is looking for a senior data scientist to join their growing team. This company partners up with a lot of different advertising companies to help them better analyze their users preferences. That said they are extremely well funded, and using new “big data technologies” like scala and hadoop."
"Data Scientist","ADP","Portland, OR","https://datajobs.com/ADP/Data-Scientist-Job~1341","This is a high growth position in engineering BI solutions at ADP. The individual's primary responsibilities include quantitative research, determining and communicating connections/relationships between data, identifying and answering questions about data and products. Position requires hands-on technical expertise coupled with ingenuity, product knowledge, industry knowledge, and communication skills. "
"Data Scientist/Quantative Research","Thomson Reuters","New York, NY","https://datajobs.com/Thomson-Reuters/Data-Scientist-Quantative-Research-Job~1327","Position Overview:"
"Data Scientist","Zeconomy","Los Angeles, CA","https://datajobs.com/Zeconomy/Data-Scientist-Job~1307","We're building the next generation B2B payment and credit network. Zeconomy is a stealth mode startup, targeting a large prospective market. We aim to revolutionize the B2B economy, close to the way credit cards revolutionized retail."
"Data Scientist","Booz Allen Hamilton","Rockville, MD","https://datajobs.com/Booz-Allen-Hamilton/Data-Scientist-Job~1289","Key Role:Work with a cross functional consulting team to design, develop, and execute analytical solutions to derive business insight and solve clients' operational and strategic problems. Support development of analytical models and tools to improve existing process and decision making with effective use of data and analytic techniques within the healthcare space. Work with consulting teams to design, develop, and implement new operating process and models for clients. Build internal team capabilities in analytic techniques and methods to better serve the client and demonstrate thought leadership. Contribute to business and market development for the government and commercial market.Basic Qualifications:"
"Data Scientist","Dataminr","New York, NY","https://datajobs.com/Dataminr/Data-Scientist-Job~1283","At Dataminr, we are looking for dedicated data scientists to help us sort, analyze and deliver relevant information from terabytes of unstructured data in the social media space. We strive for strong abstractions that allow for fast iteration, easy integration and short development cycles, allowing us to constantly learn from our data and empowering our clients to apply these insights toward product enhancements."
"Manager, Customer Insight/Data Scientist","Neiman Marcus","Dallas, TX","https://datajobs.com/Neiman-Marcus/Manager-Customer-Insight-Data-Scientist-Job~1266","Company Overview"
"Data Scientist","Zynx Health","Los Angeles, CA","https://datajobs.com/Zynx-Health/Data-Scientist-Job~1261","Do you want to get your hands on mountains of healthcare data and create new decision support products that save lives? Do you know enough about information retrieval, natural language processing and machine learning to turn data into gold? Are you ready to ship production code that gets used by thousands of physicians? Do you say: “the more data the better!” If your answer is yes, then this job is for you!"
"Principal Data Scientist","Intuit","Mountain View, CA","https://datajobs.com/Intuit/Principal-Data-Scientist-Job~1248","Imagine a career where your creative inspiration can fuel BIG innovation.  Year-over-year, Intuit has been recognized on Fortune's “100 Best Companies To Work For” and at the top of Fortune World’s “Most Admired Software Companies.”  Immerse yourself in our award winning culture while creating breakthrough solutions that change the financial lives of more than 50 million personal users, seven million small businesses, and over 1,800 financial institutions and their millions of customers worldwide. "
"Data Scientist","Ask.com","Oakland, CA","https://datajobs.com/Ask-com/Data-Scientist-Job~1225","UsWe’re Ask.com’s search intelligence team: a fast-moving, data-driven, product-oriented group that builds systems and models that improve the way Ask.com responds to the user. A group of data scientists and software engineers, we focus on natural language processing and text classification. We love data, building models, running experiments, and then writing efficient, high-quality software that turns data insights into data-driven products.YouYou’re a bright, versatile scientist/engineer that:"
"Data Scientist - Consumer Decision Sciences","American Express","New York, NY","https://datajobs.com/American-Express/Data-Scientist-Consumer-Decision-Sciences-Job~1184","We are looking for a data scientist for the Decision Sciences team within the American Express US Consumer Card Services Group."
"Corporate Engineering Data Scientist","Google","Mountain View, CA","https://datajobs.com/Google/Corporate-Engineering-Data-Scientist-Job~1172","At Google, data drives all of our decision-making. Quantitative Analysts work all across the organization to help shape Google's business and technical strategies by processing, analyzing and interpreting huge data sets. Using analytical rigor and statistical methods, you mine through data to identify opportunities for Google and our clients to operate more efficiently, from enhancing advertising efficacy to network infrastructure optimization to studying user behavior. As an analyst, you do more than just crunch the numbers. You work with Engineers, Product Managers, Sales Associates and Marketing teams to adjust Google's practices according to your findings. Identifying the problem is only half the job; you also figure out the solution."
"Data Scientist","Data Mash","Los Angeles, CA","https://datajobs.com/Data-Mash/Data-Scientist-Job~1161","Individuals in this role are expected to be comfortable working as a software engineer and a quantitative researcher. The ideal candidate will have a keen interest in the study of an online social network, and a passion for identifying and answering questions that help us build the best products.Responsibilities "
"Data Scientist","Intel","Santa Clara, CA","https://datajobs.com/Intel/Data-Scientist-Job~1129","As a Data Scientist, you are required to use advanced quantitative analysis, data mining techniques and strong industry acumen to interpret, connect and predict Sales and Marketing data, in order to deliver insight and recommendations for business decisions."
"Data Scientist","FIS Global","Burlington, MA","https://datajobs.com/FIS-Global/Data-Scientist-Job~1084","Are you a Data Scientist with an insatiable love for complex problems, big data, and the solutions that lie within?  You thrive on real-world challenges that have real-world solutions. You can create a hypothesis and then dive into the data to discover the truth.  But, you can do more than that!  You can communicate your discoveries to the team and help code the latest solution to the problem at hand."
"Senior Analyst, Data Science","Wayfair","Boston, MA","https://datajobs.com/Wayfair/Senior-Analyst-Data-Science-Job~1003","The Data Science group at Wayfair solves some of the most analytically challenging problems facing a rapidly growing Internet leader with millions of customers and complex business operations."
"Data Science Course Mentor (Part-Time/Flexible/Remote)","Springboard","","https://datajobs.com/Springboard/Data-Science-Course-Mentor-Part-Time-Flexible-Remote--Job~14610","The OpportunitySpringboard runs online, self-paced, Python- and R-based Data Science workshops in which participants learn with the help of a curated curriculum and 1-1 guidance from an expert mentor."
"NIH Chief Data Strategist and Director, Office of Data Science Strategy","National Institutes of Health","Bethesda, MD","https://datajobs.com/National-Institutes-of-Health/NIH-Chief-Data-Strategist-and-Director-Office-of-Data-Science-Strategy-Job~11904","~~ The NIH is the center of medical and behavioral research for the Nation----making essential medical discoveries that improve health and save lives. "
"Data Science  Bootcamp Mentor","Thinkful Inc.","New York City, NY","https://datajobs.com/Thinkful-Inc-/Data-Science-Bootcamp-Mentor-Job~10631","Job Description"
"Data Science Course Mentor (Part-Time/Flexible/Remote)","Springboard","San Francisco, CA","https://datajobs.com/Springboard/Data-Science-Course-Mentor-Part-Time-Flexible-Remote--Job~10569","DESCRIPTION"
"Head of Data Science","Capital Match","Singapore","https://datajobs.com/Capital-Match/Head-of-Data-Science-Job~9594","Overview"
"Professor and Director, Data Science Institute","University of Virginia","Charlottesville, VA","https://datajobs.com/University-of-Virginia/Professor-and-Director-Data-Science-Institute-Job~7033","Stephenson Professor and Director of the Data Science Institute"
"Data Science Manager","AudaExplore","Eagan, MN","https://datajobs.com/AudaExplore/Data-Science-Manager-Job~6001","AudaExplore is a leading provider of automotive claims, underwriting and information solutions to the insurance carrier and government agency markets.   We deliver innovative, data-driven solutions that make customers more competitive and profitable.  AudaExplore is a business unit of Solera Holdings, Inc., the leading global claims solutions provider serving the automotive and insurance industries. Solera provides world-class claims, underwriting and information solutions that help customers automate their processes.  For more information, please visit our website at www.exploredata.com."
"Front-End Web Developer - Next Gen Data Science","Ufora","New York, NY","https://datajobs.com/Ufora/Front-End-Web-Developer-Next-Gen-Data-Science-Job~4432","Company Description"
"Data Science Senior Engineer","Caleba's","Denver, CO","https://datajobs.com/Caleba-s/Data-Science-Senior-Engineer-Job~3076","Would you love to put your passion for the outdoors to work?  Are you “Born To Work Here”? Then Cabela’s, the World’s Foremost Outfitter of Hunting, Fishing and Outdoor Gear, might be the place for you. Cabela’s has an opening for a Data Science Senior Engineer in the Analytic Data Sciences department at our extended corporate office in Denver, Co.Job Description:This position participates as a manager of self in a team that innovates, designs, constructs, and uses highly complex data solutions to support analytical and marketing data needs. General Purpose of the Position: This position functions as a manager of self dedicated to collecting and engineering highly complex data solutions to drive insights and support Omni marketing and analytics needs. Position must perform activities that support the four key pillars of Data Science in partnership with Information Technology (IT): Data Management - Develops innovative ways to collect, manage, analyze, and deploy required Data Engineering -- Understands and utilizes various forms of data storage strategies such as Operational Data, Analytical Data, Normalized forms of data, Unstructured or multi-structured data (Big Data). Data Analytics -- Pioneers the extraction of value from data and then deploys that value in a way the supports data-driven business decisions. Communication -- Deploys insights garnered from the data in the optimal format that will meet the needs of the target audience including agile BI reporting, staged tables, spreadsheets, email, etc.Key Duties:"
